artist,title,lyrics
Exodus,Raze,"Let's start a fire, biggest one you've ever seen
You bring the matches, I'll bring the gasoline
Ignite it, delight it, the flames grow higher
Burn the world upon a funeral pyre

(Raze!) Light this motherfucker like a roman candle
Burn this bitch straight to the ground
(Raze!) Let's not worry about consequences
If it's standing we'll bring it down

Destroy it all, show no inhibition
Revel and rejoice in unbridled demolition
Smash it, f*ck it, nothing will remain
Detect it and wreck it but never take the blame

(Raze!) Light this motherfucker like a roman candle
Burn this bitch straight to the ground
(Raze!) Let's not worry about consequences
If it's standing we'll bring it down

We have ignition!

Shake the earth from its very foundation
Lay waste to the world without hesitation
Break it, take it, you don't have any reason
F*ck it, destruct it, it's demolition season"
Exodus,Riot Act,"Rise up and revolt
Overthrow the government
Level all the temples
Destroy the monuments

Return to anarchy
Defy the Christian law
Prepare for mutiny
Prepare for coup d'etat

So begins our final riot act
Now that your in, there'll be no turning back
Smash everything, wreck it all with pride
The power of our revolution won't ever be denied

Reduce the halls of power
To ruin and to ash
An end to Christianity
An end to holy mass

The dawn of an iron age
Return to Pagan law
Lex Talionis
We rule by fang and claw

So begins our final riot act
Now that your in, there'll be no turning back
Smash everything, wreck it all with pride
The power of our revolution won't ever be denied"
Exodus,"As It Was, As It Soon Shall Be","We didn’t pay attention
To lessons learned in the past
Soon the sands in the desert
Will melt from the atomic blast
Mesopotamia’s ground zero
For the coming of world war
Thousands die in the sand
And I still don’t understand what for

[Chorus]
As it was, as it soon shall be
We’re teetering on the brink
Of a world war III
A repetition of history
As you soon shall see
As it was, as it soon shall be

War mongering leader of ours
Waves the flag of democracy
Sending our men out to die
In the name of bureaucracy
The oil fields of Iraq
Are overflowing with blood
Another man dies but the lies
Rain down like a flood

[Chorus]

No weapons of mass destruction
No threat to me
Just one man’s agenda for war,
Not a land of the free
I never gave a shit
About the Middle East
But now we lie in the bed that we’ve
Made, start the atomic feast

[Chorus]"
Exodus,The Atrocity Exhibition,"The glorious frailty of the human mind
Leads us to deceive the mother of mankind
Nature is our master, we serve her through our deeds
She teaches us that only death is guaranteed
If there was a hell, there must I ever be
Eternal life in heaven is but a fallacy
So if death is nothing, but a path to be trod
Walk with me and let me introduce you to your God

Come see an exhibition of atrocity
An ocean of eternity
One in which the shore you’ll never see
Or your God of make believe

You speak to the sky and no one answers back
And yet you wager the word of God is fact
The horrors we imagine in vivid clarity
Become a spectacle, your God’s atrocities
A mirror image, reflection of your soul
Just nature’s play, all her children have a role
God’s an actor, the world nature’s stage
Our fates are scripted like so many
Letters on a page

A composition of atrocity
The Story of Christianity
A fairy tale of tyranny
Recipe for catastrophe

Man’s inclination
Is to bend those who oppose to our will
Does your great creator think
The good are better made by ills?
Dream after dream, time after time
He who conquers endures
The grand design of the mother
We the disease, and her the cure

Unsatisfied longing for the slaughter
The master often slays her sons and her daughters
Death is but and undress of skin and of bone
When you return to her, no sins to atone
The ending is the same for the vile and devout
Let all the poisons that lurk in the mind
Hatch out
She has predetermined our end
Nothing more she will portend"
Exodus,The Garden of Bleeding,"Viscerated bodies
Planted deep beneath the earth
They fertilize the soil
And feed for all they’re worth
Within the garden
Of unearthly delights
True meaning of horror’s found
And hell’s within our sights

[Chorus]
He plants the seeds
The germinate
Black misdeeds, they pollinate
Within the garden of bleeding’s
Where the devil waits
To introduce you to your fate

Endless orchards dot the land
Of corpses up on spikes
Beauty’s in the eye of the
Beheaded on a pike
Bathed in lakes of fire
Until a cinder’s what remains
The stench of death it makes
The flowers bloom in his domain

[Chorus]

Bodies hang from branches
Like grapes hang from the vine
Garlands made of human flesh
They decorate his shrine
On the wind and through the trees,
The cries of suffering
For this is the garden
Of the king of the unclean"
Exodus,Bedlam 1-2-3,"Turn on the havoc
Let confusion reign
Random acts of violence
Shall not be done in vain
A din of destruction
An overture of rage
Countdown to bedlam
Let the mayhem
Accelerate
Soon we all
Will celebrate

Feel the primal urge
Adrenaline surge
Join the altercation
To the third degree
At full capacity
With no discrimination
Total oblivion
No phenomenon
Just par for the course
To the starting line
Your time to shine
On my mark we

[Chorus]
Quarrel!
We subjugate
We bring calamity
Everybody cooperate
Let’s start the bedlam
One, two, three

Anticipating the
Coming of the brawl
Collide like cannon fire
But only on my call
I provoke the melee
And I fan the flame
Coerce the herd into a
Stampede
They salivate
Turmoil
We aggravate

Feel the primal urge
Adrenaline surge
Join the altercation
To the third degree
At full capacity
With no discrimination
Total oblivion
No phenomenon
Just par for the course
To the starting line
Your time to shine
On my mark we

[Chorus]

On my command
Everybody run amuck
Slam into everyone
Never stop to give a f*ck
This is the pinnacle
Of tumult,
It’s what you’ve waited for so
Let the vortex
Stimulate
On this day
We commemorate

Feel the primal urge
Adrenaline surge
Join the altercation
To the third degree
At full capacity
With no discrimination
Total oblivion
No phenomenon
Just par for the course
To the starting line
Your time to shine
On my mark we

[Chorus]"
Exodus,Intro/Scar Spangled Banner,"Oh say can you fucking see
The missiles fall like rain
Bloody mountains majesty
Dead bodies on the plain
By the bombing's eerie light
See the crimsons waves of red
What so proudly they all fell
The twilight of the dead

[Chorus]
America the violent
The indifferent
God shit is grace on me
America the arrogant
The belligerent
Will live in infamy
We the people, for no people
Secure the blessings of tragedy
Do or don't we have established
The scar spangled banner

We pledge allegiance to no god
Only to the blood
Liberty is just a dream
When dying in the mud
This, the land of the deceived, home of the depraved
Bombs, they drop like falling leaves
And the deadly flag still waves

[Chorus]

Red the beautiful color of blood
Flowing like a stream
White the color of bleaching bone
Lovely and obscene
Blue the bruising color of flesh
Battered, ripped and torn
The colors of the flag of hate
Of violence and porn
What you see is what you get
You haven't see the bloody trail yet
I'm no patriot, just a hate-triot

Blood sport, my sure bet
See the flag, get a body bag
Salvation form a .44 mag.
Nothing left, no one saved
'Cause our goddamn motherfucking bloody ass
Banner still waves"
Exodus,Shroud of Urine,"Christ on a cross
Such a symbol of loss
Since what seems like the dawn of time
It's just an engine of grief
Yeah, a bloody belief
One that has no reason or rhyme
You're cruci-fucked
And you're out of luck
If you put your faith in the flock
Your only sin
Is when you piss in the wind
They've never had any key to the lock

[Chorus]
I believe in nothing
Least of all in the word of shit
So hide in your shroud of urine
Because I can't take the smell of it

God isn't great
Just an icon of hate
Intolerance and despise
Believe in me
And I will set you free
I never heard a bigger pack of lies
It's ludicrous
That anyone of us
Would want to be lead by the blind
It's all in vain
It'll be your bane
If you're looking for the divine

[Chorus]

Forgive and forget
Such an empty threat
Religion at the end of the blade
The insanity
Of Christianity
Is just a fucking masquerade
You're cruci-fucked
And you're out of luck
If you put your faith in the flock
Your only sin
Is when you piss in the wind
They've never had any key to the lock

[Chorus]"
Exodus,Forward March,"In life you're moving forward
But sometime for the worse
Always keep a step ahead
Never in reverse
The cards are stacked against you
In everything you do
But you try to get out alive
When you don't have a clue
You always feel the tension
Breathing at your back
To be the best that you can be
To be on the attack
Kicking down the wall
And kicking your face in
Means I'm moving forward
My new life can begin

Forward march in your face
Taking back, taking place
Before you die, living fast
Take a chance, hauling ass

Never, no never, no never
Move in reverse

Here I am; I'm moving straight
Fuckin' forward, and I'm taking all
The steps to blow on right past you
I'm never gonna back down to you
And all your people 
Who think that you're the best
No one can beat you
Well, I've got some news for you, you motherfucker
There's a new man in town who isn't any sucker
So if you don't back down
I'll put my bat to an
Angry motherfucker such as yourself

Now I'm going to wipe out
All those who say they're first
I'll be the first in line
My attitude's the worst
Because I am so spoiled
And never second best
I will leave you in the dust
And lay your ass to rest
So never underestimate
The mind of evil thoughts
I will bring you down
Spit you out before I'm caught
Because I have the power
And the upper hand
Everybody in the way
Will know that I'm the man

Forward march in your face
Taking back, taking place
Before you die, living fast
Take a chance, hauling ass

Never, no never, no never
Move in reverse"
Exodus,Culling the Herd,"They're everywhere and everyplace
Scum of the human race
Stickin' to my skin just like a rash
Society's their scapegoat
But I am the antidote
And it's time to take out the trash
The world's a big cesspit
Of puke and piss and dogshit
But I ain't gonna be its whore
Follow and I'll lead the way
Predators are now the prey
Results like these are hard to ignore

You may think I'm insane
Or maybe just a little absurd
What you don't understand is
I'm just culling, I'm just culling the herd

I know I'm not the only one
Who thinks that something must be done
To clean the garbage up off the street
Dare to look me in the eye
I bring the truth, never lie
To me, they're just another piece of meat
The punishment will be swift and sure
For this disease, I am the cure
No problem, the doctor is in
My prescription for a better life's
A riffle or a razor knife
Remove whoever's under your skin

But please, don't call it a murder
Cause murder's such a dirty word
What you don't understand is
I'm just culling, I'm just culling the herd

When will everyone realize
Some people should be sterilized
Their tubes are only fit to be tied
All they do is shit and breed
To ignorant to ever succeed
Stupidity should not be multiplied
Lend them not a helping hand
Or the future will be damned
The world will take a turn for the worse
The human race should be purified
Or we'll all be mongrelized
Implement the cure for the curse

You may think I'm a madman
Or maybe just a little disturbed
What you don't understand is
I'm just culling, I'm just culling the herd

I'm just culling the herd
I'm just culling the herd
I'm just culling the herd
I'm just culling the herd
I'm just culling
I'm just culling
I'm just culling
I'm just culling the herd"
Exodus,Sealed with a Fist,"The honeymoons over and the loves gone sour
Her nagging has got you down
But you picked the wrong way to deal with it
You chose to slap her around
When you exchanged your wedding vows
Nobody said ""you may now fist the bride""
Now that the little woman went and got her gun
The love ain't all that died

[Chorus]
Jealousy
She knows you can't live without it
The bullet's speed
Cutting right through all your bullshit
Wedded bliss
Began for her when the bullet's hit
Sixteen rounds in case she missed
Sealed with a fist

When she took your hand in marriage
It didn't mean right across the face
Small woman, big man, it takes a lot of guts
You're just a pussy in the first place
But now that your wedding chamber's
The one the bullet's in
Brave man, look at you, not so tough
When the hammer's cockin'

[Chorus]

The little woman had all the shit that she could take
Her intuition said ""lock and load""
He-man, what's your plan to get out of this
She's gonna fill your ass with bullet holes
Guess who's bigger when she's squeezing the trigger
I got news, it isn't you
When they carry your body out over the threshold
You'll wish you never said ""I do""

[Chorus]"
Exodus,Throwing Down,"Forgive and forget
A sign of weakness
No more mouths to feed
Say what you will some hearts bleed
Stay away from me
Now my conscience feels no more
Hold my own from no one
No degree of guilt possessed
Now I suppose that I am hated

I can't deny anything
I'm sick and tired, I'm burnt
You can't rely on me
To be the one who saves you

I get off on negativity
Makes me laugh to see your strife
I won't succumb to your numb
I owe nothing to no one
Are you sick of me
I don't care
Never be a kiss ass
No degree of guilt possessed
Now I suppose that I am hated

I can't deny anything
I'm sick and tired, I'm burnt
You can't rely on me
To be the one who saves you

Feed me the blame like it's my fault
I'll put it back in your face with an assault
Crack in the back and I'll raise up
To crush mindless fools like you

Throwing down"
Exodus,Tempo of the Damned,"When you feel the darkness calling out your name
Don't try to fight the power surge
Don't you laugh, for this is not a game
Your powerless, don't resist the urge
So many black hearts answering the call
Legions of the musically possessed
Congregations joining in our free-for-all
Unleashing all the rage they've repressed

[Chorus]
Come to us
Succumb to lust
Giving in to our ministry of sin
You know the drill
Do as you will
Dance like the demons of the din
All will yearn
For our nocturne
The dawning of our cult is at hand
Come and pray
We know the way
Bow to the tempo of the damned

We are all leaders of the horde
Keepers of the apes of wrath
Heed the call of the volume lord
High priest of the bloodbath
Serve unto us, surrender us your souls
And great rewards you'll receive
And when the tempo has taken the control
Even the heretic's will believe

[Chorus]"
Exodus,Now Thy Death day Come,"Bloodied, cleaved and mutilated
Dead bodies amputated
Man's bloody inclination
God's final abdication
Angels weep on bended knee
So beings the tyranny
The fallen one will rise again
So ends the time of man

My will be done
Now they death day come

Never more the sound of laughter
Misery for ever after
The cries of suffering
Are what the death day bring
No one gives the benediction
All hear the malediction
Lucifer makes his accent
No words for man's lament

My will be done
Now they death day come

On black wings I take to the sky
Scouring the land
Rejoicing in and laughing at
The folly of man
Centuries of hatred
Centuries of fear
Have led you to the end of days
And the one you so revere

The gates of heaven have been shattered
Wings of angels torn and tattered
All due to mankind's thirst
For war so well rehearsed
When you see my demon eyes
Too late to apologize
Can you feel the irony?
War for all eternity

My will be done
Now they death day come"
Exodus,Karma's Messenger,"Unrelenting vengeance
On man for all his sins
Ruthless eradication
Duty of reckoning to begin
The human race is a cancer
Fueled by power and lust
Punishment is the answer
And payment is your blood

Death and destruction
Hellish cries are the sound
Headlong into hell
Retribution is now
Inflict the suffering
Let the punishment fit the crime
I belong to vengeance
And vengeance is mine

Choking out the life
Of every living thing
History repeats itself
World brought down by greed
Prostitute the truth
Stealing from the blind
Arrogant indifference
The raping of mankind

Death and destruction
Hellish cries are the sound
Headlong into hell
Retribution is now
Inflict the suffering
Let the punishment fit the crime
I belong to vengeance
And vengeance is mine"
Exodus,Shudder to Think,"You hit rock bottom, now where do you go from here?
Sunk down, locked up, all you do is disappear
All your promises are all just a pack of lies
You've got nothing, something you can't recognize

Why don't you take some responsibility?
You're pointing fingers and blaming everybody
Shudder to think if I lived like you
They would be shaking too, if they only knew

I can't take any more excuses
No longer needed and you don't have nay uses
Washed up, washed out, what more can I say
You better start filling out your resume

Why don't you take some responsibility?
You're pointing fingers and blaming everybody
Shudder to think if I lived like you
They would be shaking too, if they only knew

Everything was there for the taking
Too busy with the lying and flaking
Drugged up, fell out, too many second chances
Nothing else to do under the circumstances

Why don't you take some responsibility?
You're pointing fingers and blaming everybody
Shudder to think if I lived like you
They would be shaking too, if they only knew"
Exodus,I Am Abomination,"I am affliction
The cause of all that ails you
I am addiction
That binds and assails you
I am the chaos
I'm the thing that makes you hurt
Laughing at your loss

Just underneath your skin
Is evil's origin
Come see the face of devastation
You are me, I am abomination

I am the bleeding
When you open up the vein
I am the overdose
That rushes to your brain
I'm all you've come to loathe
All you've known to hate
I am the hunter
When you come to take the bait

Just underneath your skin
Is evil's origin
Come see the face of devastation
You are me, I am abomination

I am Jehovah
I am the virgin whore
I am the battlefield
I'm pestilence and war
I am the monster
That lurks beneath your bed
I'm all perversions
Trapped inside your head"
Exodus,Altered Boy,"Unholy pedophile
Preying on the innocent
Protected by the papacy
So called men of enlightenment
Children fingered by the hand of God
Raped in the name of Christ
They took a vow of chastity
Yet have torn asunder so many a life

Chicken hawks of the Catholic Church
Out to save and destroy
They have become the priest of burden
And he's become an altered boy

Men so benevolent
In a position of trust
Molesting children by the score
Rendering young life straight into the dust
They're church is their Golgotha
Their crucified by the priest
Child becomes the victim
Holy Father becomes the beast

Chicken hawks of the Catholic Church
Out to save and destroy
They have become the priest of burden
And he's become an altered boy

Multi-million dollar payouts
Restitution for their crimes
This vile sickness
Cut so many down in their prime
All the bishops and the cardinals
Tried to hide it away
In the parish and cathedrals
The predators come to prey

Chicken hawks of the Catholic Church
Out to save and destroy
They have become the priest of burden
And he's become an altered boy"
Exodus,Going Going Gone,"A straight razor and a flick of the wrist
Brass knuckles and a willing fist
A big knife and a little scream
They do wonders for my self-esteem
Warm blood and a cold embrace
The catch is better than the chase
They all ask why I'm doing this
Violence is bliss

What you see
All I know to be
Is a madman out on a killing spree
One thing I say
I did it all my way
Gave rise to the dawn of the dying age
When I feel the urge
And it's tarting to surge
Soon I'm blowing like an atom bomb
When you comprehend
Your life's coming to an end
I'm going, going, going, going, gone

Two things that I can't ignore
Dark nights and an unlocked door
I get the feeling and I follow through
I get high like I'm sniffing glue
It's time to let the games commence
This really helps my self-confidence
Blood orgy for the hedonist
Violence is bliss

What you see
All I know to be
Is a madman out on a killing spree
One thing I say
I did it all my way
Gave rise to the dawn of the dying age
When I feel the urge
And it's tarting to surge
Soon I'm blowing like an atom bomb
When you comprehend
Your life's coming to an end
I'm going, going, going, going, gone

I never leave any telltale traces
Only fear frozen on dead faces
An orgasm of depravity
It's the best kind of therapy
I always flee the scene of the crime
No victims, left to drop the dime
So many lives yet to be dismissed
Violence is bliss"
Exodus,Now Thy Death Day Come,"Bloodied, cleaved and mutilated
Dead bodies amputated
Man's bloody inclination
God's final abdication
Angels weep on bended knee
So beings the tyranny
The fallen one will rise again
So ends the time of man

My will be done
Now they death day come

Never more the sound of laughter
Misery for ever after
The cries of suffering
Are what the death day bring
No one gives the benediction
All hear the malediction
Lucifer makes his accent
No words for man's lament

My will be done
Now they death day come

On black wings I take to the sky
Scouring the land
Rejoicing in and laughing at
The folly of man
Centuries of hatred
Centuries of fear
Have led you to the end of days
And the one you so revere

The gates of heaven have been shattered
Wings of angels torn and tattered
All due to mankind's thirst
For war so well rehearsed
When you see my demon eyes
Too late to apologize
Can you feel the irony?
War for all eternity

My will be done
Now they death day come"
Exodus,44 Magnum Opus,"Can't withhold my anger won't control my rage
My bloodlust will be sated
I'm locked and loaded and ready to engage
Killing everything I've always hated

A motherfucking Van Gogh with a gun
About to paint his masterpiece
Blow the world into oblivion
Paint with the blood of the deceased

Fire away
Put your body on display
Build myself a tower of decay
A symphony

Written in human debris
Art and murder true synonymy
No appeal, no ""I got a raw deal"", I don't give a f*ck
One thing is clear, I've got a deaf ear

[Pre-Chorus]
You better shut your mouth and duck
When I get a taste of laying everyone to waste
My hunger won't subside
I won't ever stop till the last body drops
Let the bullet be my guide

[Chorus]
The virtue of vice
In my bloody paradise
A portrait of gore
My .44
Magnum
My .44 magnum opus

Bodies are the canvas, ammo is the vision
For my greatest work of art
I'm waging my own inquisition
Tearing everything apart

I'm building a monument to horror
A temple so divine
Remembrance to those I've massacred
Death the grand design

[Pre-Chorus]

[Chorus]

People will stare in disbelief and awe
When they see what I've created
Still life, no life beautiful and raw
The world will be captivated

Never have they seen something so ambitious
Like nothing done before
A work so terrible and vicious
A masterpiece of gore

[Pre-Chorus]

[Chorus]"
Exodus,Magnum Opus,"Can't withhold my anger
Won't control my rage
My bloodlust will be sated
I'm locked and loaded and ready to engage
Killing everything I've ever hated
A motherfucking Van Gogh with a gun
About to paint his masterpiece
Blow the world into oblivion
Paint with the blood of the diseased

Fire away
Put your body on display
Build myself a tower of decay
A symphony
Written in human debris
Art and murder true synonymy
No appeal, no ""I got a raw deal"", I don't give a f*ck
One thing is clear, I've got a deaf ear
You better shut your mouth and duck
When I get a taste of laying everyone to waste
My hunger won't subside
I won't ever stop till the last body drops
Let the bullet be my guide

The virtue of vice
In my bloody paradise
A portrait of gore
My .44
Magnum
My .44 magnum opus

Bodies are the canvas, ammo is the vision
For my greatest work of art
I'm waging my own inquisition
Tearing everything apart
I'm building a monument to horror
A temple so divine
Remembrance to those I've massacred
Death is the grand design

People will stare in disbelief and awe
When they see what I've created
Still life, no life beautiful and raw
The world will be captivated
Never have they seen something so ambitious
Like nothing done before
A work so terrible and vicious
A masterpiece of gore."
Exodus,War is my Shepherd,"You put your faith in Christianity
I put mine in artillery
My M-16, my lord and savior
Christ never done me a motherfucking favor

[Chorus]
Pay for all of those in pain
For those who died in vain
Scars from battle nevermore
Still we march off to
War
War
War
War is my shepherd

Hate it if we can't comprehend it
Kill it if we don't understand it
Pray to god and your fate is sealed
As you die alone in the killing fields

[Chorus]

Farwell, Graham and Farahkahn
They need god, I need napalm
Praise the lord and pass the ammunition
My sermon is my demolition

War
War is
War is my
War is my shepherd"
Exodus,Scar Spangled Banner,"Oh say can you fucking see
The missiles fall like rain
Bloody mountains majesty
Dead bodies on the plain
By the bombing's eerie light
See the crimsons waves of red
What so proudly they all fell
The twilight of the dead

[Chorus]
America the violent
The indifferent
God shit is grace on me
America the arrogant
The belligerent
Will live in infamy
We the people, for no people
Secure the blessings of tragedy
Do or don't we have established
The scar spangled banner

We pledge allegiance to no god
Only to the blood
Liberty is just a dream
When dying in the mud
This, the land of the deceived, home of the depraved
Bombs, they drop like falling leaves
And the deadly flag still waves

[Chorus]

Red the beautiful color of blood
Flowing like a stream
White the color of bleaching bone
Lovely and obscene
Blue the bruising color of flesh
Battered, ripped and torn
The colors of the flag of hate
Of violence and porn
What you see is what you get
You haven't see the bloody trail yet
I'm no patriot, just a hate-triot

Blood sport, my sure bet
See the flag, get a body bag
Salvation form a .44 mag.
Nothing left, no one saved
'Cause our goddamn motherfucking bloody ass
Banner still waves"
Exodus,Sealed With a Fist,"The honeymoons over and the loves gone sour
Her nagging has got you down
But you picked the wrong way to deal with it
You chose to slap her around
When you exchanged your wedding vows
Nobody said ""you may now fist the bride""
Now that the little woman went and got her gun
The love ain't all that died

[Chorus]
Jealousy
She knows you can't live without it
The bullet's speed
Cutting right through all your bullshit
Wedded bliss
Began for her when the bullet's hit
Sixteen rounds in case she missed
Sealed with a fist

When she took your hand in marriage
It didn't mean right across the face
Small woman, big man, it takes a lot of guts
You're just a pussy in the first place
But now that your wedding chamber's
The one the bullet's in
Brave man, look at you, not so tough
When the hammer's cockin'

[Chorus]

The little woman had all the shit that she could take
Her intuition said ""lock and load""
He-man, what's your plan to get out of this
She's gonna fill your ass with bullet holes
Guess who's bigger when she's squeezing the trigger
I got news, it isn't you
When they carry your body out over the threshold
You'll wish you never said ""I do""

[Chorus]"
Exodus,Mille Lune Mille Onde,"Svegliati amore mio, che la notte e' gia' passata
Svegliati vieni qua fra le mie mani, nasce il sole
Non pensare al passato, quanta nebbia see'e' la'
Stringimi e parlami ancora, e vedrai si rivivra'

Legami con I capelli il cuore
Tu mia onda scendi dentro me
Stringimi che ormai io sono il mare
Questo brivido ti sciogliera'

Parlami, abbracciami, scivola, azzurra luna
Foglie e il viento ci porta, siamo ali verso il blu
Stringimi e lasciate andare, il mio viento ora sei tu

Legami con I capelli il cuore
Tu mia onda scendi dentro me
Stringimi che ormai noi siamo il mare
Questo brivido ti sciolgera'

E le notti fuggono, Scivolo baciandoti
Mille lune, mille onde, che attraversano il nostro mare
Legami con I capelli il cuore questo brivido ti sciogliera'
"
Exodus,Low Rider,"All my friends
Own a low rider
Low rider
Is a little higher

Low rider
Drives a little slower
Low rider
Is a little lower

Low rider
Don't use no gas now
Low rider
Don't drive too fast

Take a little trip and see
Take a little trip with me"
Exodus,El Shaddaii,"There is a joy in the journey,
There's a light we can love on the way.
There is a wonder and wildness to life,
And freedom for those who obey.
All those who seek it shall find it,
A pardon for all who believe.
Hope for the hopeless and sight for the blind
To all who've been born of the Spirit

And who share incarnation with him;
Who belong to eternity, stranded in time,
And weary of struggling with sin.
Forget not the hope
That's before you,
And never stop counting the cost.
Remember the hopelessness when you were lost?"
Exodus,Shimmer,"Sharing with us what he knows
Shining eyes are big and blue
And all around him water flows
This world to him is new
This world to him is new
To touch a face
To kiss a smile
New eyes see no race
The essence of a child
The essence
He's born to shimmer, he's born to shine
He's born to radiate
He's born to live, he's born to love
But we'll teach him not to hate
True love it is a rock
Smoothed over by a stream
No ticking of a clock
Truly measures what that means
Truly measures what that means
And this thing they call our time
Heard a brilliant woman say
She said you know it's crazy
How I want to try to capture mine
I think I love this woman's way
I think I love this woman's way she shimmers, the way she shines
The way she radiates
The way she lives, the way she loves
The way she never hates
Sometimes I think of all of this that can surround me
I know it all as being mine
But she kisses me and wraps herself around me
She gives me love, she gives me time
And I feel fine I feel fine
But time I cannot change
So here's to looking back
You know I drink a whole bottle of my pride
And I toast to change to keep these demons off my back
Just get these demons off my back
'Cause I want to shimmer, I want to shine
I want to radiate
I want to live, I want to love
I want to try to learn not to hate
Try not to hate
We're born to shimmer, we're born to shine
We're born to radiate
We're born to live, we're born to love
We're born to never hate"
Exodus,Thorn in My Side,"You know that you never gave me a chance to prove myself
And I never thought that my life was worth your wealth
You never said to me anything encouraging that I could see
It's difficult to cure the pain that I've had to endure

I always tried to listen
Even when I disagreed with you
Selfish disposition makes it hard
For me to respect anything you do
Then you tried to push me,
But you weren't strong enough to get the job done
Then you tried to hit me,
But the back of your hand just isn't quick enough

You are a thorn in my side,
All my life you never left me alone
Thorn in my side, in your mind you wish I never were born
Thorn in my side, through it all I think you pushed me to fail
Thorn in my side, it's about time you're recognized
For your lies and your worthless alibis

It's been a long time waiting for the judgment day
So I can cast away
The thorn that you stuck so deep inside of me
It's ancient history
You're always acting like a king of kings
Like you were a god
You wear a crown of thorns like a hat on your head
My firing squad will put an end to your facade
Like a thorn in my side



"
Exodus,Bitch,"I'm feeling so tired can't understand it
Just had a fortnight sleep
I'm feeling so tired, oh, so distracted
Ain't touched a thing all week
I'm feeling drunk juiced up and sloppy
Ain't touched a drink all night
Feeling hungry can't see the reason
Just had a horse meat pie

Yeah when you call my name
I salivate like a Pavlov dog
Yeah when you lay me out
My heart is beating faster than a big bass drum

Yeah you got to mix it child, you got to fix
It must be love, it's a bitch
You got to mix it child
You got to fix it must be love
It's a bitch

Sometimes I'm sexy, move like a stud
Kicking the stalls all night
Sometimes I'm so shy, got to be worked on
Don't have no bark or no bite"
Exodus,Count Your Blessings,"Power fortune and fame
Only a delusion inside your brain
But those who got it all
Fuckin' piss me off they got a lot of balls
To sit there and complain
That affluence is a tremendous strain
Use some common sense
Take nothing for granted, not a fucking cent

A word to the wise, you should realize
If you don't count your blessings, you're in for a surprise
That you got it so hard, but life dealt you all the cards
You better count your blessings, you better let down your guard
A word to the wise, when will you realize
If you don't count your blessings, you're in for a surprise
The roles will be reversed, and you won't be the first
To wish he counted his blessings

Substantial amounts
Of their money lies in Swiss bank accounts
And more in stocks and bonds
They should consider if it were gone
Just what the hell they'd do
They might have to work to pay for their food
Like every one of us
They'll count their blessings without a fuss

Power fortune and fame
Only a delusion inside your brain
But those who got it all
Fuckin' piss me off they got a lot of balls
To sit there and complain
That affluence is a tremendous strain
Use some common sense
Take nothing for granted, not a fucking cent



"
Exodus,When It Rains It Pours,"Got out of bed about 3 PM thought it was a holiday
Then my boss called just to tell me
I'm late and he's giving my job away
Well I took me a walk to the liquor store
So I could drink away my blues
Spent my last ten bucks, then I dropped the bottle
And I broke it all over my shoes
So I got home to find the power's shut off,
There was someone knocking at my door
It was my landlord serving an eviction notice
'Cause my checks are bouncing off the floor
I pounded my head up against the wall
Thinking what else could go wrong
But this was only the beginning to a real bad day,
It wasn't gonna be a lot of fun

I knew I should have never gotten out of bed
'Cause of the rain cloud above my head
I'm down on my luck and it's plain to see
So tell me why does this happen to me?

When it rains it pours, when it rains it pours on me
When it rains it pours, and there's a storm moving in on me
When it rains it pours, raining down on only me
When it rains it pours, when it rains it pours

I drove across town to go see a friend
When I heard a siren on my tail
It turned out I had a warrant for my arrest
And I couldn't even post the bail
So I'm sittin' in a cell for 48 hours
Keepin' company with thieves and drunks
I'm free to go but my car's impounded
And I'm thinkin' 'bout becoming a monk
So I'm wandering around in a catatonic daze
Now barely a shell of a man
I look like I live out of a shopping cart
And I'm picking up aluminum cans
I staggered my way to an overpass
And fell to the dirt asleep
I figured out tomorrow is a new day
And maybe I could buy myself a life real cheap"
Exodus,Pump It Up,"I've been on tender-hooks ending in dirty looks
Listening to the muzak, thinking 'bout this 'n' that
She says that's that, I don't want to chitter chat
Turn it down a little bit or turn it down flat
Pump it up when you don't really need it
Pump it up until you can feel it

Down in the pleasure center, hell bent or heaven sent
Listen to the propaganda, listen to the latest slander
There's nothing under hand that she wouldn't understand
Pump it up until you can feel it
Pump it up when you don't really need it

She's been a bad girl, she's like a chemical
Though you try to stop it, she's like a narcotic
You want to torture her, you want to talk to her
All the things you bought for her,
could not get her temperature
Pump it up until you can feel it
Pump it up when you don't really need it

Out in the fashion show, down in the bargain bin
You put your passion out under the pressure pin
Fall into submission, hit and run transmission
No use wishing now for any other sin
Pump it up until you can feel it
Pump it up when you don't really need it"
Exodus,Overdose,"I never smoked with no cigarettes
I never drank much booze
But I'm only a man, don't you understand
And a man can sometimes lose
You gave me something I never had
Pulled me down with you
Pulled me up, think I'm in love
Hope you can pull me through

I overdosed on you
I overdosed on you
Crazy but it's true
Ain't nothing I can do
I overdosed on you

Oh woman you give to me
More than I can take
But listen honey, I don't mind
You're a habit I don't want to break
Don't want none of that hard stuff
Don't need it anymore
I'm in love, and I'm sinking fast
And I don't need no cure

Gee I was happy as a man could be
To far gone to escape
Power of love, don't pull me off
Just write on my grave:"
