	artist	title	lyrics
197	A Flock of Seagulls	What Am I Supposed to Do	"You're giving me a hard time.
What am I supposed to do with a hard time,
Especially from you?
The way that you smile
Reveals a shadow from the past
When I thought I knew you,
but you lied.
 
If I see you walking,
If I see you talking,
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?

You say it's over this time,
Emotions in the past.
remember last time?
You said it wouldn't last.
The look in your eyes,
Another shadow from the past
When I thought I knew you,
Don't know why.
 
If I see you walking,
If I see you talking,
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
Yeah!

The way that you smile
Reveals a moment that can't last.
I hear the door close.
Goodbye.
 
If I see you walking,
If I see you talking,
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
Yea!"
198	A Flock of Seagulls	What Am I Supposed to Do?	"You're giving me a hard time.
What am I supposed to do with a hard time,
Especially from you?
The way that you smile
Reveals a shadow from the past
When I thought I knew you,
but you lied.
 
If I see you walking,
If I see you talking,
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?

You say it's over this time,
Emotions in the past.
remember last time?
You said it wouldn't last.
The look in your eyes,
Another shadow from the past
When I thought I knew you,
Don't know why.
 
If I see you walking,
If I see you talking,
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
Yeah!

The way that you smile
Reveals a moment that can't last.
I hear the door close.
Goodbye.
 
If I see you walking,
If I see you talking,
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
Yea!"
199	A Flock of Seagulls	The Traveller	"I am a traveler
And I'm arriving
In a new place
With a new face.

So don't stop, stop, stop, stop, stop, stop.
Don't look behind you.
You don't stop, stop, stop, stop, stop, stop,
They'll never find you.

I am a traveler
Across the ocean
I want to get there.
I want to swim in your emotion.

So don't stop, stop, stop, stop, stop, stop.
Don't look behind you.
You don't stop, stop, stop, stop, stop, stop,
They'll never find you.

I am the traveler
Across a million miles of open.
I want to get there,
I want to swim in your emotion.

I won't stop, stop, stop, stop, stop, stop.
Won't look behind you.
They won't stop, stop, stop, stop, stop, stop,
Until they find you.

I am a traveler,
I am a traveler,
I am a traveler,
I am a traveler,
Traveler,
Traveler."
200	A Flock of Seagulls	Never Again (The Dancer)	"I walked alone through the city streets
I hear the shadows calling my name
Lost in the glow of the neon lights
My heart is calling
Say you will answer me
Never again

Dancing alone under the cloudy moon
Feeling the rhythm, feeling the heat
No one can see all the tears I cried
Dancing alone, lost to the beat

My heart is calling
Say you will answer me
Never again for the dancer
I am the dancer
I'm the dancer
I am the dancer

Dancing alone here in this crowded room
Millions of faces, but no one I see
Dancing alone, the shadows call too soon
My heart is calling
Say you will answer me
Never again

I'm just a dancer, wo oh, wo oh oh
I'm just a dancer who needs more, wo oh
I'm dancing in and out of time
You keep me waiting on the line, wo oh
I am the dancer

My heart is calling
Say you will answer me
Never again

I'm just a dancer, wo oh, wo oh oh
I'm just a dancer who needs more, wo oh
I'm dancing in and out of time
You keep me waiting on the line, wo oh
I am the dancer 
I am the dancer
I am the dancer
I am the dancer
I am the dancer"
201	A Flock of Seagulls	Electrics	"I've got information
'something you should hear
Electrical motion
Is in the atmosphere

Something in the air has
Given me a scare
Electric in my fingers
Electric in my hair

Electrics ev'ry where
Electrics ev'ry where

Thinking of the future
Living in the past
Electric interference
Disturbance from the blast

Electrics ev'ry where
Electrics ev'ry where

Electrics ev'ry where
Electrics ev'ry where
Electrics ev'ry where
Electrics ev'ry where"
202	A Flock of Seagulls	Over My Head	"I was walking underwater
Walking on the bottom of the sea
A sudden change in the weather
And the waves came crashing down  
All over my head
I think I'm in 
Over my head
I think I'm in
Over my head
I think I'm in
All over my head
I think I'm in

I was searching for a treasure
Walking on the surface of the Moon
A sudden change in the pressure
Left me gasping
For the precious air that's over my head 
I think I'm in
Over my head
I think I'm in
Over my head
I think I'm in
Over my head
I think I'm in

Saw my reflection in the mirror
Saw my image standing by a wall
I tried to touch the glass
But it shattered and it began to fall
All over my head
I think I'm in
Over my head
I think I'm in
Over my head
I think I'm in 
Over my head
I think I'm in

Another starving baby's cry
A dying heart that's still made bold
Another coke another lie
A naked man I stand alone
Searching for the easy answer
Searching for a love that has no pain
Under the circumstances
The walls of love caved in again
All over my head
I think I'm in
Over my head
I think I'm in
Over my head
I think I'm in 
Over my head
I think I'm in 

Over my head
I think I'm in
Over my head
I think I'm in
Over my head
I think I'm in 
Over my head
I think I'm in 
Over my head
I think I'm in
Over my head
I think I'm in
Over my head
I think I'm in 
Over my head
I think I'm in
Over my head
I think I'm in"
203	A Flock of Seagulls	The End	"It's five o'clock in the morning, 
Where the hell have you been? 
I've been watching I've been waiting 
Six times I've read this magazine 
Looking out the window walking down the long and lonely road 
Is there something happening is there something that I should know 
Should I stay should I go 

It's alright when you say you love me 
It's alright when you say you love me 
It's alright when you say you love me 
It's alright when you say you love me 
It's alright when you say you love me 
It's alright when you say you love me 
It's alright when you say you love me 
It's alright when you say you love me 

Oh baby we should talk it over 
Maybe we can work it out 
I haven't really got an answer 
So tell me what do I do now 

It's alright when you say you love me 
It's alright when you say you love me 
It's alright when you say you love me 
It's alright when you say you love me 
It's alright when you say you love me 
It's alright when you say you love me 
It's alright when you say you love me 
It's alright when you say you love me 

Standing up on the fourteenth floor 
Looking at the dirty street below 
I've been hanging out for years 
Thinking it's time I let you go 
So go on your way 
This is the end"
215	A Flock of Seagulls	Space Age Love Song [Guenter Schultz Remix]	"I saw your eyes
And you made me smile
For a little while
I was falling in love

I saw your eyes
And they touched my mind
Although it took a while
I was falling in love
I was falling in love

I saw your eyes (I saw your eyes, I saw your eyes)
And you made me cry (and you made me cry, and you made me cry)
And for a little while (a little while, a little while)
I was falling in love

I was falling in love
Falling in love
Falling in love
Falling in love
Falling in love"
222	A Flock of Seagulls	The More You Live, the More You Love	"You never give your heart to a stranger
or tell your secrets to a friend
you'll put your heart in mortal danger
they all desert you in the end

the more you live the more you love
or so they say
the more you love the more you throw away

they say that nothing lasts forever
and even true love turns to pain
don't trust your feelings to a stranger
don't want to go through this again

the more you live the more you love
or so they say
the more you love the more you throw away

the more you live the more you love
or so they say
the more you love the more you throw away

don't ever give your heart to a stranger
don't ever think that you can go on
you'll put your heart in mortal danger
turn around and love is gone

the more you live the more you love
or so they say
the more you love the more you throw away

the more you live the more you love
or so they say
the more you love the more you throw away

the more you live the more you love
or so they say
the more you love the more you throw away"
224	A Flock of Seagulls	Don't Ask Me	"What happened to the world we had when we were young?
What happened to the sun?
What happened to the buildings and the fields and trees?
Won't someone tell me, please?

I sit here all alone and watch the saucers in the sky.
Where has the feeling gone?
Don't ask me why, don't ask me.

What happened to the wings that used to search the sky?
Where did the clouds all fly?
No sign of life around me, nothing anywhere.
This moment I should share.

I sit here all alone and watch the saucers in the sky.
Where has the feeling gone?
Don't ask me why, don't ask me.

But I'm so glad I waited,
As I anticipated,
'Cause now I see you.

I see your points of silver piercing the night,
Moving towards my sight.
I'll never understand the lights up in the sky
No matter how I try.

I sit here all alone and watch the saucers in the sky.
Where has the feeling gone?
Don't ask me why, don't ask me.

But I'm so glad I waited,
As I anticipated,
'Cause now I see you.

But I'm so glad I waited, (waited)
As I anticipated,
'cause now I see you.

Yes I'm so glad I waited, (waited)
As I anticipated,
'Cause now I see you."
227	A Flock of Seagulls	The Story of a Young Heart	"This is the story of the young heart
This is the story of the young heart
This is the story of the young heart
This is the story of the young heart
It only seems like yesterday
We were walking in the rain
It only seems that our own soul
Since I looked into your soul
Is tearing me apart
To tell the story of the young heart
The story of the young heart
It only seems that we got to say
Maybe it's been near two years
Since we were burning down the days
Neither happiness nor tears
The story in your eyes
Is the story of the young heart
The story of the young heart
This is the story of the young heart
This is the story of the young heart
This is the story of the young heart
This is the story of the young heart
This is the story of the young heart
This is the story of the young heart
This is the story of the young heart
This is the story of the young heart
This is the story of the young heart (this is the story)
This is the story of the young heart
You know they gotta break your young heart (this is the story)
This is the story of the young heart"
252	A Flock of Seagulls	Space Age Love Song [Günter Schülz of Kmfdm Remix]	"I saw your eyes
And you made me smile
For a little while
I was falling in love

I saw your eyes
And they touched my mind
Although it took a while
I was falling in love
I was falling in love

I saw your eyes (I saw your eyes, I saw your eyes)
And you made me cry (and you made me cry, and you made me cry)
And for a little while (a little while, a little while)
I was falling in love

I was falling in love
Falling in love
Falling in love
Falling in love
Falling in love"
261	A Flock of Seagulls	Space Age Love Song [KMFDM]	"I saw your eyes
And you made me smile
For a little while
I was falling in love

I saw your eyes
And they touched my mind
Although it took a while
I was falling in love
I was falling in love

I saw your eyes (I saw your eyes, I saw your eyes)
And you made me cry (and you made me cry, and you made me cry)
And for a little while (a little while, a little while)
I was falling in love

I was falling in love
Falling in love
Falling in love
Falling in love
Falling in love"
264	A Flock of Seagulls	Messages (From the Rings of Saturn)	"The hands on the clock
Can't hold back the time.
Without the clock
There's no reason why.

We're sending messages,
Messages,
Messages,
Messages.

With hands held high
To the new sunrise,
With open arms
To the empty skies

Receiving messages,
Messages,
Messages,
Messages.
(From the rings of Saturn.)

Messages,
Messages,
Messages,
Messages.

Through space and time
For a million years,
(From the rings of Saturn)
Receiving messages.

Receiving messages,
Messages,
Messages,
Messages.
(From the rings of Saturn.)

Messages,
Messages,
Messages,
Messages.

Messages,
Messages,
Messages,
Messages."
266	A Flock of Seagulls	Man Made	"Man made machines make music for the man
Now machines make music while the man makes plans
A second generation a generation lost
While the man prepares for the holocaust

Man made machines to control the days
Now machines control while the man obeys
A second generation a generation lost
While machines prepare for the holocaust"
301	A Flock of Seagulls	Ordinary Man	"Wasting your life away in a factory
Doesn't make it right
There's a price to pay for what you need
So you better start to fight
You have the eyes to see what's going down
But you can tell if it's a lie
If you had the power to change this world around
Would the innocent still die
But I'm just an ordinary man
I'm doing everything I can
I just want to raise my family
I'm just an ordinary man
Are you blinded by what you see on the TV screen
To the devils and their plans
Does the blood of a dying man
Or a starving child wash right off your hands
But I'm just an ordinary man
I'm doing everything I can
I just want to raise my family
Yes I'm just an ordinary guy
And I'm not reaching for the sky
It don't make no difference to me
But I'm just an ordinary man
I just want to raise my family
Yes I'm just an ordinary guy
And I'm not reaching for the sky
It don't make no difference you see
Cause I'm just an ordinary man
Something you'll never understand
Why can't you just let me be
I'm just an ordinary man"
302	A Flock of Seagulls	You're Mine	"I'd like to know you
Much better than I do
I'd like to show you
Everything you need to know

I'd like to wrap you
Tightly in my arms
To keep you safe and
Free from all the harm

Baby I will never hurt you
I will never make you cry
Never leave you or desert you
You know why

I'd like to take you
Although I'm far away
You know I love you
For this, forever and one day

Baby I will never hurt you
I will never make you cry
Never leave you or desert you
'Cause you're mine

Oh, la la la la la la
You're mine
Woah, woah oh
La la la la la la la la la
You're mine

Baby I will never hurt you
I will never make you cry
Never leave you or desert you
'Cause you're mine

Oh, la la la la la la
You're mine
Woah, woah oh
La la la la la la la la la
You're mine
Woah, woah oh
La la la la la
You're mine girl
Woah, woah oh-hoh
La la la la la la la la la
You're mine"
303	A Flock of Seagulls	Walking in the Garden	"Somewhere down in new york town
Where lives a friend of mine
But I haven't seen her face
For a very long long time
She tried to tell me that my life was getting harder
She took me by the hand
We went walking in the garden
Well it's five past three in the afternoon
And the sun is burning down
I've gotta pack my bags
And get outta this sticking town
Don't try to tell me that my life is getting harder
When it's seems so easy
Just like walking in the garden
When the sun goes down and the moon comes up
And half the world goes dark
We find ourselves alone
Wandering through central park
Don't try to tell me that my life is getting harder
Lay down beside me
We'll go walking in the garden"
310	A Flock of Seagulls	Who's That Girl (She's Got It)	"She's got it
She's got it
She's got it
She's got it

Who's that girl
Who's that girl yeah
Who's that girl
Who's that lovely girl in the corner
She's so fine
Oh how I wish that she was mine
I want to hold her
To make her mine
Whose that lovely girl in the corner
She dances and sings
She looks like from a movie scene
Maybe a hero is in her dreams
Who's that girl
Who's that girl yeah
Who's that girl
Who's that lovely girl in the corner
She's so fine
She hypnotized me with desire
I want to gold her
She gets me high
she's got it
Love and long
She's got it
Long and on
She's got it
Tender thought
I want to holder he
To make her mint
Who's that girl
Who's that girl yeah
Who's that girl

She's got it
She's got it
She's got it
She's got it

Who's that girl
Who's that girl yeah
Who's that girl
Who's that lovely girl in the corner
She's so fine
Oh how I wish that she was mine
I want to hold her
To make her mine
she's got it
Love and long
She's got it
Long and on
She's got it
Tender thought
I want to hold her
To make her mine
Who's that girl
Who's that girl yeah
Who's that girl
She's got it

Who is that girl
Tell me
Who is that girl
I don't know
Who is that go go go-girl"
312	A Flock of Seagulls	How Could You Ever Leave Me	"I don't want to be alone
I don't want to be alone
Don't want to spend the rest of my days
Searching through the lost and found

So, I don't understand (understand)
You could just let it go (just let it go)
When I reach out my hand (reach out my hand)
How could you ever leave me so low
Leave me so low

I don't want to be your fool
I don't want to wear your jester's crown
I just want to make love to you
But you never come around

So, I don't understand (understand)
How you could just let it go (just let it go)
When I reached out my hand (reach out my hand)
How could you ever leave me 

So low, so low, so low
So low, so low, so low
So low, so low, so low
So low, so low, so low

So, I don't understand (understand)
You could just let it go (just let it go)
When I reach out my hand (reach out my hand)
How could you ever leave me so low
Leave me so low
So low

So, I don't understand 
How could you ever leave me (so low)
No, I don't understand (so low)
How you could just let go (so low)

So, I don't understand 
How could you ever leave me 
No, I don't understand 
How you could just let go (so low)"
328	A Flock of Seagulls	Committed	"Take your time for book changing before rearranging
Don't you know that it's cold in here 
It's been a long time since I've heard from you there
Let me tell you about the place I live

Four walls and a wooden fence
I get a letter from you every week 
You want to tell me it's a recommence
When you're committed there's a hole in the wall

Committed
And I'm bustling it  all
Committed
There's a hole in your head

Committed
Makes me wish I was dead
Every day I walk in the field
I see the grass and the trees so real

I look up at the sky so blue
I wonder why I never hear from you
Well I'm committed
There's a whole in the wall

Committed
And I'm bustling it all
Committed
There's a hole in your head

Makes me wish I was dead
Every day I exercise
In a yard with a big high wall 
There's a man with a nice green coat

He gets his pencils and he makes a note
And I'm committed
There's a hole in the wall
Committed

And I'm bustling it all
Committed
Like a hole in your head 
Committed

Makes me wish I was dead
Committed
Committed
Committed

Committed
Committed
Committed"
333	A Flock of Seagulls	Living in Heaven	"So tell me how does it feel
 You're in the end of your time
 No future no past
 No reason no rhyme
 All you friends will arise
 So you have nothing to tell
 And you think your desires
 So may happen
 How does it feel 
 How does it feel
 You got your head in the clouds
 Yes you're walking on it
 You can forget all your worries
 Get all your things
 Touch the wings of an angel
 Everything becomes clear
 Touch the heart and discover
 When you're living up here
 Living in Heaven 
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 So how does it feel
 When you find all your dreams
 In the twilight's blackness
 Speak to you as they will
 With just one look in your eyes
 With just a touch of your hands
 All the walls they will come down
 Turning your wails into sand
 Living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven 
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven"
334	A Flock of Seagulls	Windows	"My phobia has got me and I dare not leave the room
I stare out of my window with my loneliness in bloom.
I try to call you and I try to call you from    the phone box down the hall.  
I'd like to see you and I'd like to meet you won't you please give me a call?

Oh take a look at my window
Oh take a look at my window
Oh take a look at my window

I close my eyes and think of you a million miles  away.
I pray you'll be tomorrow and where we were yesterday.
I try to call you and I try to call you but I just can't find the words.
I'd like to see you and I'd like to meet you is this thing so absurd?

Oh take a look at my window
Oh take a look at my window
A look at my window
A look at my window
A look at my window
A look at my window
 
I stare out of my window at the empty street below
Behind a sheet of pretty glass I've nowhere else to go.

So I take a look a look at my window
A look at my window
A look at my window
A look at my window
A look at my window   
Take a look at my window
Take a look at my window"
336	A Flock of Seagulls	Telecommunications	"Ultraviolet
Radio light
To your solar system
On a beam of light

This is telecommunication
Telecommunication
Telecommunication
Telecommunication

Laser beam
Coming through the night
To my t.V. Screen
To my color eye

Telecommunication
Telecommunication
Telecommunication
Telecommunication

Video screen
Silver page
With a new calibration
For the nuclear age

This is telecommunication
Telecommunication
Telecommunication
Telecommunication

Telecommunication
Telecommunication

Telecommunication
Telecommunication

Telecommunication
Telecommunication
Telecommunication
Telecommunication

Telecommunication
Telecommunication
Telecommunication
Telecommunication"
363	A Flock of Seagulls	More You Live, The More You Love	"You never give your heart to a stranger
Or tell your secrets to a friend
You'll put your heart in mortal danger
They all desert you in the end

The more you live the more you love
Or so they say
The more you love the more you throw away

They say that nothing lasts forever
And even true love turns to pain
Don't trust your feelings to a stranger
Don't want to go through this again

The more you live the more you love
Or so they say
The more you love the more you throw away

The more you live the more you love
Or so they say
The more you love the more you throw away

Don't never give your heart to a stranger
Don't ever think that you can go on
You'll put your heart in mortal danger
Turn around and love is gone

The more you live the more you love
Or so they say
The more you love the more you throw away

The more you live the more you love
Or so they say
The more you love the more you throw away

The more you live the more you love
Or so they say
The more you love the more you throw away"
366	A Flock of Seagulls	Talking	"I hear voices but there's no one there,
You speak to me in another language.
Computer says it's a binary code,
It's such a pity I can't understand it.

It's not me talking,
It's not me talking.

I see a ship from a golden sky,
I sent a message. will they understand it?
Computer's ready but to overload,
This isn't happening the way I planned it.

It's not me talking,
It's not me talking,
It's not me talking,
It's not me talking.
(sending messges)

It's not me talking,
It's not me talking.

I made a contact with another world,
Another being from another planet.
Another time and another place,
Another galaxy, another planet.

It's not me talking,
It's not me talking,
It's not me talking,
It's not me talking.
(sending messages)

It's not me talking,
It's not me talking,
It's not me talking,
It's not me talking.

You got me talking, talking,
Talking, talking.
You got me talking, talking,
Talking, talking.

You got me talking,

You got me talking, talking,
Talking, talking.

Typed by john manfreda
"
368	A Flock of Seagulls	Who's That Girl	"She's got it
She's got it
She's got it
She's got it

Who's that girl
Who's that girl yeah
Who's that girl
Who's that lovely girl in the corner
She's so fine
Oh how I wish that she was mine
I want to hold her
To make her mine
Whose that lovely girl in the corner
She dance and sings
She looks like from a movie scene
Maybe a hero is in her dreams

Who's that girl
Who's that girl yeah
Who's that girl
Who's that lovely girl in the corner
She's so fine
She hypnotized me with desire
I wanna gold her
She gets me high
She's got it
Love and long
She's got it
Long and on
She's got it
Tender thought
I want to holder he
To make her mint

Who's that girl
Who's that girl yeah
Who's that girl

She's got it
She's got it
She's got it
She's got it

Who's that girl
Who's that girl yeah
Who's that girl
Who's that lovely girl in the corner
She's so fine
Oh how I wish that she was mine
I want to hold her
To make her mine
She's got it
Love and long
She's got it
Long and on
She's got it
Tender thought
I want to hold her
To make her mine

Who's that girl
Who's that girl yeah
Who's that girl
She's got it

Who is that girl
Tell me
Who is that girl
I don't know
Who is that go go go-girl"
373	A Flock of Seagulls	Story of a Young Heart	"This is the story of the young heart
This is the story of the young heart
This is the story of the young heart
This is the story of the young heart
It only seems like yesterday
We were walking in the rain
It only seems that our own soul
Since I looked into your soul
Is tearing me apart
To tell the story of the young heart
The story of the young heart
It only seems that we got to say
Maybe it's been near two years
Since we were burning down the days
Neither happiness nor tears
The story in your eyes
Is the story of the young heart
The story of the young heart
This is the story of the young heart
This is the story of the young heart
This is the story of the young heart
This is the story of the young heart
This is the story of the young heart
This is the story of the young heart
This is the story of the young heart
This is the story of the young heart
This is the story of the young heart (this is the story)
This is the story of the young heart
You know they gotta break your young heart (this is the story)
This is the story of the young heart"
380	A Flock of Seagulls	Wishing (If I Had a Photography of You)	"It's not the way you look
It's not the way that you smile 
Although there's something to them
It's not the way you have your hair
It's not that certain smile
It could be that with you

If I had a photograph of you
It's something to remind me
I wouldn't spend my life just wishing

It's not the make up and
It's not the way that you dance
It's not the evening sky
It's more the way your eyes are laughing as they glance
Across the great divide

If I had a photograph of you
It's something to remind me
I wouldn't spend my life just wishing

It's not the things you say
It's not the things you do
It must be something more
And if I feel this way for so long
Tell me is it all for nothing
Just don't walk out the door

If I had a photograph of you
It's something to remind me
I wouldn't spend my life just wishing"
385	A Flock of Seagulls	Wishing (If I Had a Photograph of You) [Extended Version]	"It's not the way you look
It's not the way that you smile 
Although there's something to them
It's not the way you have your hair
It's not that certain smile
It could be that with you

If I had a photograph of you
It's something to remind me
I wouldn't spend my life just wishing

It's not the make up and
It's not the way that you dance
It's not the evening sky
It's more the way your eyes are laughing as they glance
Across the great divide

If I had a photograph of you
It's something to remind me
I wouldn't spend my life just wishing

It's not the things you say
It's not the things you do
It must be something more
And if I feel this way for so long
Tell me is it all for nothing
Just don't walk out the door

If I had a photograph of you
It's something to remind me
I wouldn't spend my life just wishing"
415	A Flock of Seagulls	Wishing [If I Had a Photograph of You]	"It's not the way you look
It's not the way that you smile 
Although there's something to them
It's not the way you have your hair
It's not that certain smile
It could be that with you

If I had a photograph of you
It's something to remind me
I wouldn't spend my life just wishing

It's not the make up and
It's not the way that you dance
It's not the evening sky
It's more the way your eyes are laughing as they glance
Across the great divide

If I had a photograph of you
It's something to remind me
I wouldn't spend my life just wishing

It's not the things you say
It's not the things you do
It must be something more
And if I feel this way for so long
Tell me is it all for nothing
Just don't walk out the door

If I had a photograph of you
It's something to remind me
I wouldn't spend my life just wishing"
421	A Flock of Seagulls	Heart of Steel	"Heart of steel
Heart of stone
What I feel
I don't know
You can turn water
Into wine
You can make a hell
Out of this paradise
With your heart of steel
A heart of steel
Breaks a heart of glass
What I need
I don't breathe to ask
The heart of steel
The heart of steel 
The heart of steel
Behind a heart of gold
You can say
What you want to
You can fly high
Where the angels sing
You can be
Anything that you want to
Where the captive ego brings
You can stay
If you want to
You can hide
Behind your angel's smile
You can make
Anything that you want
A heart of steel refuses you 
A heart of steel refuses  
A heart of steel refuses you 
A heart of steel refuses  
A heart of steel refuses 
The heart of steel
The heart of steel
The heart of steel
The heart of steel
Becomes a heart of stone
The heart of steel
The heart of steel
The heart of steel
The heart of steel
The heart"
423	A Flock of Seagulls	Suicide Day	"I've got a question
I've got a question you should know
Give me the answer
Give me the answer for my sobs
Give me a reason, it's for the things you said and done
Give the answer 
Why did you leave me alone
You got to tell me
You got to tell me what's gone wrong
Give me an idea so I can carry on
Haven't got a reason for the crying
Haven't got a reason for the pain 
Haven't got a reason for you lying
C'mon and tell me
C'mon and tell me what's gone wrong
Why did you use me
Why did you use me up at null
We had a wild heart
We had a love that was so strong
C'mon and tell me so I can carry on
Haven't got a reason for the crying
Haven't got a reason for the pain 
Haven't got a reason for even living
One more day
I need an answer
Give me the answer to my prayin'
I need to hold you
I turn around and you're not there
C'mon and tell me
That what you did was bland
Why don't you want me now
I just don't understand
Haven't got a reason for the crying
Haven't got a reason for the pain 
Haven't got a reason for even living
One more day
Suicide day
Suicide day
Suicide day
Suicide day
Suicide day
Suicide day 
Suicide day"
432	A Flock of Seagulls	Living in Heaven [*]	"So tell me how does it feel
 You're in the end of your time
 No future no past
 No reason no rhyme
 All you friends will arise
 So you have nothing to tell
 And you think your desires
 So may happen
 How does it feel 
 How does it feel
 You got your head in the clouds
 Yes you're walking on it
 You can forget all your worries
 Get all your things
 Touch the wings of an angel
 Everything becomes clear
 Touch the heart and discover
 When you're living up here
 Living in Heaven 
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 So how does it feel
 When you find all your dreams
 In the twilight's blackness
 Speak to you as they will
 With just one look in your eyes
 With just a touch of your hands
 All the walls they will come down
 Turning your wails into sand
 Living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven 
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven
 You're living in Heaven"
439	A Flock of Seagulls	What Am I Supposed To Do?	"You're giving me a hard time.
What am I supposed to do with a hard time,
Especially from you?
The way that you smile
Reveals a shadow from the past
When I thought I knew you,
but you lied.
 
If I see you walking,
If I see you talking,
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?

You say it's over this time,
Emotions in the past.
remember last time?
You said it wouldn't last.
The look in your eyes,
Another shadow from the past
When I thought I knew you,
Don't know why.
 
If I see you walking,
If I see you talking,
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
Yeah!

The way that you smile
Reveals a moment that can't last.
I hear the door close.
Goodbye.
 
If I see you walking,
If I see you talking,
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
What am I supposed to do?
Yea!"
442	A Flock of Seagulls	Over the Border	"I'm tired of living in Asia,
I'm tired of walking alone.
I'm thinking of crossing the border.
Whoa, to a new romance,

New romance,
New romance.

I'm drifting away from the mainland,
I'm drifting away from the shore.
I'll try not to look back in anger,
I've tried not to look back at all.

Back at all,
Back at all

She moves like a shadow in motion,
She moves like a shadow of night;
A figure from over the ocean,
A figure surrounded by the light.

By the light,
By the light

She's over the border,
She's over the border,
Over the border."
443	A Flock of Seagulls	The Fall	"I've seen your face before
In shadows on the wall;
Splinters of broken light,
Echoes that spear the night.

Is this the fall
Or is this the fall?
Is this the fall
Or is this the fall?

I've passed this way before
Walked through the open door;
Walked through the darkest night
Throughout the brightest light.

Is this the fall
Or is this the fall?
Is this the fall
Or is this the fall?

Is this the fall
Or is this the fall?
Is this the fall
Or is this the fall?

Is this the fall
Or is this the fall?
Is this the fall..."
445	A Flock of Seagulls	Committed [*]	"Take your time for book changing before rearranging
Don't you know that it's cold in here 
It's been a long time since I've heard from you there
Let me tell you about the place I live

Four walls and a wooden fence
I get a letter from you every week 
You want to tell me it's a recommence
When you're committed there's a hole in the wall

Committed
And I'm bustling it  all
Committed
There's a hole in your head

Committed
Makes me wish I was dead
Every day I walk in the field
I see the grass and the trees so real

I look up at the sky so blue
I wonder why I never hear from you
Well I'm committed
There's a whole in the wall

Committed
And I'm bustling it all
Committed
There's a hole in your head

Makes me wish I was dead
Every day I exercise
In a yard with a big high wall 
There's a man with a nice green coat

He gets his pencils and he makes a note
And I'm committed
There's a hole in the wall
Committed

And I'm bustling it all
Committed
Like a hole in your head 
Committed

Makes me wish I was dead
Committed
Committed
Committed

Committed
Committed
Committed"
454	A Flock of Seagulls	It's Not Me Talking	"I hear voices but there's no one there,
You speak to me in another language.
Computer says it's a binary code,
It's such a pity I can't understand it.

It's not me talking,
It's not me talking.

I see a ship from a golden sky,
I sent a message. Will they understand it?
Computer's ready but to overload,
This isn't happening the way I planned it.

It's not me talking,
It's not me talking,
It's not me talking,
It's not me talking.
(sending messages)

It's not me talking,
It's not me talking.

I made a contact with another world,
Another being from another planet.
Another time and another place,
Another galaxy, another planet.

It's not me talking,
It's not me talking,
It's not me talking,
It's not me talking.
(sending messages)

It's not me talking,
It's not me talking,
It's not me talking,
It's not me talking.

You got me talking, talking,
Talking, talking.
You got me talking, talking,
Talking, talking.

You got me talking,

You got me talking, talking,
Talking, talking."
